#     run      RA         Dec        MJDstart       MJDend         node  inclination     mu0       nu0
994 438.72415165050671 2.9868499030694551 51457.45150620996 51457.502091370028 275.044012000001 15.000775 78.508321872476486 -1.2779038342556461
1000 359.68842077647503 49.1147184578696 51458.204579190053 51458.276725229975 181.180816000001 -92.815716 50.302328577470014 -1.1524105813240333
1006 424.13486608108417 -1.1595551222833766 51458.468435520022 51458.491240299998 250.771684999999 0.001138 64.134888962075692 -1.159686646953167
1009 309.42271417322638 -1.0550904418847333 51459.182676220029 51459.272236829973 292.702508 0.004268 309.42263884939621 -1.0563183355074945
1010 13.959013558748206 -3.5252351148564323 51459.286255949999 51459.317768009954 94.929341 2.488812 13.943361898492256 -1.0672036261065383
1011 356.84619283143024 13.798964649303063 51459.360744129983 51459.428329220027 275.004574000001 15.001812 357.08183302725035 -1.057055003272936
1013 418.11781116301921 -1.1599160742960235 51459.445270240045 51459.486318850002 276.389441 0.00342 58.117865575897113 -1.1620343880925188
1022 364.05625973376266 13.962387587654074 51463.300570659958 51463.38100935 274.974967000001 15.005361 4.0832585579055527 -1.041122494432994
1024 37.815055388123788 -9.464063568018652 51463.397851229973 51463.457972929973 94.927513 9.991926 37.318234743618369 -1.0437394809794927
1033 -41.379227054488588 -1.0532695845155486 51464.171742450002 51464.26918107002 37.794552 0.016415 318.62071669389655 -1.0371467471100335
1035 366.9878599077951 13.730291441565585 51464.309251020022 51464.381811699997 274.965525 14.999218 6.930521489784101 -1.2599523316547363
1037 41.314419227939332 -9.3546366700519386 51464.4177452 51464.497354629981 94.9449 9.997597 40.765415724162132 -1.26896034525832
1040 305.7920725966793 -1.2657564934667775 51465.12177647998 51465.171947000003 299.100517 0.00268 305.79201377763144 -1.2660687773846269
1043 361.4159566187115 13.91785759566922 51465.293308400003 51465.387015329979 274.998118999999 15.001056 1.5206642590924557 -1.0550692262093913
1045 35.710822073865835 -9.6787770190721201 51465.406545309954 51465.494447390054 94.995382 9.998975 35.233154558045655 -1.0555985762816356
1055 326.00163245746 -1.2874400720649757 51467.244619120029 51467.254155670016 191.912976 3.5e-05 326.00163300474793 -1.28746521130703
1056 -33.931175921286702 -1.2916158907574029 51467.283352759958 51467.374986529983 41.614458 0.000536 326.06882106278016 -1.2910968568950842
1057 416.58488007726385 -1.1627036695639463 51467.387819440046 51467.428868050003 319.508962999999 0.000698 56.584881822870841 -1.1633963534572529
1119 134.57975870115678 52.028877487266328 51582.244170420025 51582.253292329973 95.0052190000001 65.000948 156.68757230408517 -1.2665892762590554
1120 187.95460129168035 63.700862488061134 51582.267938229976 51582.281621099995 95.001848 64.974298 186.30993041880535 -1.2428894382753481
1122 126.14646923099633 -1.2693324285485628 51582.313963220018 51582.359572790047 73.464298 0.00026 126.14646573819245 -1.2695392026116485
1133 115.65092476133077 35.112626279797396 51584.168595629977 51584.180205340046 94.973196 65.008195 135.02505744718556 -1.0771041504789216
1140 154.44231541602304 -3.2095613263349092 51586.355061679984 51586.497280600008 274.972125 2.498445 154.48956529155583 -1.0568770704968531
1142 227.68951193224862 -1.0565946464849421 51586.512781729973 51586.528952390043 64.2438160000001 0.001732 227.68954255887681 -1.0570881343603342
1231 170.799170949591 -3.6877760589336561 51606.402257770023 51606.486842790051 275.015303 2.498126 170.82568848115497 -1.2659870005870495
1233 200.78207522812619 -1.0547177934609151 51606.500609709954 51606.518438900006 293.023962 0.041269 200.78210436802524 -1.0134803809381436
1239 121.93688844507955 -1.2666843659218225 51607.19590000996 51607.269289950003 67.817534 0.004771 121.93682652101818 -1.2705500178775557
1241 139.90821678134617 -3.0319198536385095 51607.286968090048 51607.359943400006 275.081581 2.491831 139.97463087604285 -1.2741052103774733
1302 112.68145178213096 30.982128949988649 51633.218118820027 51633.395166870025 95.0009899999999 64.999607 130.21828930973672 -1.0558320872725278
1329 119.54738328473779 -1.0571966012365164 51638.135758999997 51638.154002829979 142.062452 0.001949 119.54735007167973 -1.0564502771644482
1331 111.97656687465592 29.517337365174942 51638.168268870031 51638.279390359952 95.001392 64.99612 128.64555239365558 -1.2608079574581961
1332 147.8401724049169 58.154222720286619 51638.295190859957 51638.319239540047 95.009102 64.97945 166.41542715696445 -1.2442680832591417
1334 198.21691547689238 -1.0575288138860828 51638.332516900002 51638.365687490055 277.603515 0.000793 198.21691278177738 -1.0567493802893224
1336 250.89208345312227 64.238918938700607 51638.383990409951 51638.42006342997 94.97517 79.95555 208.35651196698899 -1.0058721609273624
1339 250.4026819133928 64.197048945335396 51638.434758249998 51638.470416640048 94.9733170000001 79.956591 208.29867308463895 -1.2156041298524378
1345 113.97432737771528 32.831463371951678 51639.116431579976 51639.467210620023 95.0050810000001 64.998476 132.37142791361953 -1.0543273760654162
1350 112.02381853950212 32.552994365507537 51640.11998332003 51640.308226440044 95.000288 67.497793 131.27801548646156 -1.2633785202922165
1352 198.62606681582136 -1.1618840619303199 51640.332197770025 51640.352514759958 208.486569 0.000565 198.62605552653145 -1.1617873056493866
1356 254.13229521051574 66.91060095896033 51640.372206770029 51640.414913909954 94.979973 82.461613 206.48291386612209 -1.0129675417145179
1359 253.72407194414549 66.750103802177435 51640.438924020025 51640.482460429979 94.986925 82.481957 206.57662706331888 -1.2438899003207484
1363 112.61577526131224 33.927498196947319 51641.135594479972 51641.184521109957 94.9872379999999 67.511242 132.71588108557916 -1.0705557659142924
1365 148.60708517308265 61.510725527622107 51641.239514879984 51641.289685399999 95.0017 67.489546 168.55828687194497 -1.0434988991612488
1402 112.57029405126789 33.861009262670954 51659.148040590044 51659.227650020024 95.003007 67.497652 132.64919903707022 -1.0489437980671683
1404 200.52785243385193 -1.058878299942178 51659.250402199999 51659.274036250004 248.004778 0.001801 200.52782994909106 -1.0575509533379561
1411 124.94413713164167 48.376461651126334 51661.133777640047 51661.167362870023 95.001471 67.496594 149.85333759664707 -1.1568638306883932
1412 137.3904146136579 56.989550125158466 51661.17850112998 51661.336061449998 95.0027389999999 67.503717 161.27117409346673 -1.0579376855318339
1449 187.99068858913793 -23.529398394834306 51667.176994729984 51667.208506800001 275.009355 22.518324 187.74305911264267 -1.0383086587660939
1450 121.77848857749544 45.539021032769107 51667.21816175001 51667.261698159949 94.9988050000001 67.509356 146.28669625055943 -1.0632842545811818
1451 198.11017800708234 -1.0566950715816179 51667.277159409954 51667.298720300001 115.417453 0.019588 198.11013163059442 -1.076123982733884
1452 200.82263517986047 -1.1602319717565219 51667.314583229978 51667.353558679977 186.776769 0.000156 200.82263211486003 -1.1602698327270717
1453 243.9332049223753 49.521390503072773 51667.375614220029 51667.416248190049 94.998633 67.506268 218.78894562861734 -1.0591166622473092
1458 132.69565452561915 0.47270555037329631 51668.139660749999 51668.442757059958 95.007975 2.500703 132.68557729518355 -1.0560944217532824
1462 128.78893282474377 0.12394851311910794 51669.143995540042 51669.419726109962 95.005791 2.500851 128.76820287388011 -1.266428916138999
1463 -94.373518311442226 -1.2673657811792427 51669.444898470021 51669.465630090053 2.418997 0.040634 265.62658631839577 -1.2270169881528983
1473 145.98052089532939 -1.1628416869842289 51671.136792490041 51671.169548450001 71.3291479999999 0.013776 145.98044645706108 -1.1761263376980946
1477 228.85181124999784 -1.1608751746273041 51674.327577359953 51674.347065090049 256.214671999999 0.002173 228.85177216019031 -1.1598764105730226
1478 210.44393728459568 3.2499661525763259 51674.358628729984 51674.443213750004 94.993125 4.998526 210.40672107174061 -1.2647011412032678
1481 162.98442298459187 -1.1618008941338707 51675.145014759953 51675.166990270023 165.795099 0.002008 162.98438231300372 -1.1617024293787763
1484 188.07050724432895 53.904481673469917 51675.211338849993 51675.22792415 95.000909 55.001058 186.80905380764497 -1.056896764693922
1659 -53.414780476983438 -6.347297253735821 51790.182518859961 51790.326810949999 95.0013280000001 9.999461 307.13634196909459 -1.0594652005677103
1662 -26.14020420692346 -9.8535626552356774 51791.376590799999 51791.428419850003 94.848426 10.061379 334.35868527131123 -1.1998927081733084
1663 20.341989677676864 -10.917718806904832 51791.450639920025 51791.468054479978 94.865087 9.929789 20.059294224584011 -1.339791447923173
1666 -12.404152987439151 -10.817784361313777 51792.38743874005 51792.469121329974 94.99926 9.991779 347.91037409079848 -1.2730779008956941
1729 -11.030471798399025 -10.887925950111301 51813.270895400005 51813.474894559957 95.000571 10.000898 349.26171769622346 -1.2670712215125279
1736 -51.053316699366519 -6.9072567409693635 51814.087126890045 51814.095834170032 95.029733 9.99447 309.53954103659112 -1.2777658402813665
1737 -51.337834569312605 -6.8657928427069281 51814.103650750003 51814.158796859956 94.999419 9.999713 309.25354813298964 -1.2701947314875601
1738 305.76551452195162 6.7188648634554395 51814.167592420024 51814.19827522002 274.76138 15.046874 306.39593490236552 -1.1356740270891474
1739 315.69484959488977 8.8312439956329474 51814.209651559955 51814.339016879974 275.001523 15.000243 316.46748247269477 -1.0578184889353517
1740 -1.7841682915841657 -10.989639256140357 51814.347788640051 51814.412471299998 95.0020579999999 10.01374 358.33973696477932 -1.04443010424578
1741 22.514568833302803 -10.604222099572816 51814.422551390046 51814.442868379971 94.8888229999999 9.952943 22.207291649327114 -1.1082920865562542
1742 62.440036155723696 -1.1637571665456774 51814.455194420021 51814.481730899999 149.286164 0.000202 62.440035929980176 -1.1635554724985855
1749 307.85156135084134 6.9707371984289361 51817.121560840045 51817.196194679978 274.992395 15.004784 308.48018962880599 -1.2726410647709148
1752 385.26101333553879 -1.0563534680023055 51818.338091020021 51818.479895309953 340.400247 0.00017 25.261011113522471 -1.0564733836819904
1754 313.50273281150436 8.1447846396441044 51819.172985070029 51819.189985000005 274.649748 15.07517 314.19350956267891 -1.4161072169767916
1755 313.19373865443436 -1.2878682744922063 51819.223683500008 51819.480755609962 280.249704 0.001478 313.1937107612174 -1.2886720395281839
1854 -15.885072502924073 -10.416180187185374 51865.098651120024 51865.135968040049 94.978583 10.000851 344.4707250706827 -1.0570591640106721
1855 -11.080843909760629 -10.67477089358502 51865.152387870025 51865.198412070022 94.9814950000001 10.009731 349.20173469521876 -1.0471380150204854
1862 30.96643526813321 -10.069829527873512 51866.179678629982 51866.221971140054 95.0490670000001 10.015296 30.542812978690517 -1.0413162439738319
1863 46.621613362662806 -1.1634827112561792 51866.238647370017 51866.2722326 4.757175 0.002208 46.621579945647916 -1.164956264745286
1869 31.042617495322915 -10.062655276548522 51868.275426279979 51868.305694449999 94.923284 9.979435 30.616176177646565 -1.0816511927524208
1886 31.283125811671542 -10.043484614737327 51874.150874440042 51874.193996209957 94.933149 9.984583 30.85394278371248 -1.0753069419533527
1887 36.618270109392768 -1.0565362181242994 51874.223872290044 51874.281920840047 95.0025790000001 0.000258 36.618267615381662 -1.0563165096034777
1888 29.055295058782153 -10.207076310958703 51874.297170999998 51874.333244029978 94.861628 9.96195 28.653210567026562 -1.1020168723296069
1889 113.33506457838071 28.797740882338314 51874.349170850001 51874.478121540051 94.998359 62.5076 128.69008770516308 -1.271082452133786
1891 -10.546376913665286 -10.700853057968985 51875.065255129979 51875.091791600003 95.065704 9.924509 349.72877411510444 -1.1343868952937204
1892 -10.612297702730249 -10.69807510615893 51875.104671150002 51875.119597920027 94.972266 10.011871 349.66266051531761 -1.0460968965615458
1893 29.943133376726514 -10.146602266701356 51875.1307829 51875.178050999995 94.972671 9.995769 29.53107298547701 -1.0659722790376116
1894 32.643091983260717 -1.2688114765493332 51875.187542009953 51875.256370990042 33.273414 0.000162 32.643088395413884 -1.2688096943866942
1895 116.07943834804855 32.752944793552174 51875.280574679986 51875.413671690047 95.004257 62.495127 133.29392681475593 -1.0533986197282024
1896 149.66373328552626 55.980037989933699 51875.435785059955 51875.496321390048 95.000801 62.50387 166.11543547211338 -1.2710922742325246
1897 123.76501185790632 -0.062789030434005341 51875.505175770028 51875.521761070027 91.287696 2.610491 123.73565570335484 -1.4641414543157307
1904 338.5453226889361 12.426965763559643 51878.154071629979 51878.303339300001 275.004499999999 15.001174 339.20679409473757 -1.0563465553224036
1907 124.2352434142815 0.16510308944541074 51878.393520040052 51878.491787929976 94.969993 2.500763 124.21825479912103 -1.0572278184840858
1908 149.33251245824152 -1.1594973623068483 51878.500182909956 51878.519670629976 61.924934 0.063323 149.33245290586223 -1.2227555536146009
1923 311.1289826039864 43.664981830289001 51886.140385309955 51886.157799879977 215.000779 44.985473 309.43071663043492 -1.1530169583828298
1924 452.36767164726655 44.527674554046826 51886.182902579982 51886.201146399995 354.000284 45.987531 89.956224595530003 -1.1470708802877998
1925 443.52566355617756 44.784917730269171 51886.218164700003 51886.231018309962 349.975885999999 45.782222 82.494902430856669 -0.94137797903435072
1926 76.652074017257775 -6.7183795817370378 51886.250565690047 51886.273370479976 162.987762 5.55528 76.627643382620846 -1.1743633766029788
1927 76.691538939517145 -6.9555317644469872 51886.28453847998 51886.306928629972 165.006258 5.807426 76.679469936478696 -1.150595522800169
1992 151.47017847404672 1.0263519021302483 51901.44358152002 51901.518629990045 95.001419 2.501552 151.46978471226356 -1.0590000347912052
2029 172.5806942781393 -1.163052569575709 51923.445888549999 51923.488181050001 300.32379 0.000839 172.58070470160985 -1.1623891190853486
2062 112.14401837195578 27.529036311944868 51933.295508640047 51933.360191300002 94.999425 62.495353 127.05697327652827 -1.0548235749583184
2064 122.01199963081527 39.034959286817099 51933.383151329981 51933.437468179975 94.9982779999999 62.502722 141.19491376771762 -1.2704826267920484
2065 165.07996411731489 62.287134479830385 51933.469496120029 51933.529617820022 95.0014360000001 64.989744 175.88203655661295 -1.2567971227005468
2068 119.34728618222252 36.583394782326032 51934.219533229982 51934.256020890047 94.990248 62.509796 137.96567449929651 -1.0697573971000744
2069 123.84763896340314 1.1462849575848608 51934.289238079975 51934.334847649996 95.006244 5.000282 123.84303011434781 -1.2667834439681662
2073 33.231611268342348 -9.8905029562894295 51935.13577194004 51935.178064450003 94.8636970000001 9.971303 32.778310396012721 -1.0929307525543219
2074 121.72395744920456 38.742594786757991 51935.190553190048 51935.274308940054 94.9978120000001 62.502923 140.82614426197347 -1.2721669864136287
2075 123.5462232002661 40.532296934367693 51935.289515700002 51935.309418059951 94.984089 62.517347 143.09345546866629 -1.2876045359754595
2076 112.56856740850127 28.13083482438503 51935.327807020025 51935.392904309949 94.983822 62.511776 127.75788094951848 -1.0730751189248615
2078 158.26744470515376 61.044888431337739 51935.415921500004 51935.523725929976 95.001882 64.996915 172.41974618081639 -1.2616887901473777
2124 61.343116665317076 -1.1600246645649686 51960.112125159954 51960.140320170023 0.077073 0.001744 61.343099677014784 -1.1615539107315442
2125 120.4978747166808 0.88620661614653407 51960.148670320028 51960.280523429981 94.984473 5.001525 120.48280224435121 -1.2685821743392411
2126 120.84270080875238 1.1258153098517096 51960.29002324005 51960.469144449999 95.003796 4.999871 120.84550031466284 -1.0545708735123283
2127 180.08944933784761 63.649111707870411 51960.484706420029 51960.516218490047 95.002931 64.976834 182.82363144630904 -1.2430159165492471
2131 112.07459011120515 24.698990185827313 51961.100247320028 51961.210124909958 95.004337 59.98711 124.69639729055483 -1.2561845300572128
2133 172.97650586910629 63.220659524674858 51961.295097770031 51961.336975650003 95.0024710000001 64.990059 179.61457161818242 -1.255788732635807
2134 199.06774654401161 63.028049403713602 51961.374339620023 51961.522363399999 95.000931 64.996438 191.33149817661112 -1.2618692183217912
2137 112.34160739799078 25.427692059621556 51962.097446709951 51962.20815357002 94.998598 59.99505 125.43234257731125 -1.0552875569628297
2138 146.09023263344801 52.166761615608337 51962.217429770026 51962.270502720021 95.002233 59.999526 162.33762550914719 -1.0553208391045199
2140 122.43603314365886 36.611354927688502 51962.28834119004 51962.334780020021 94.999069 59.999471 139.55347781435759 -1.2669814147539962
2141 145.35770726487047 -1.2677480033847415 51962.348591029979 51962.469663700002 92.8570879999999 0.001543 145.3576864680031 -1.2689721575706516
2142 223.23683870741331 41.825819849724503 51962.48819379005 51962.494413279979 130.003595 43.034052 222.41285576639888 -1.1618425674478383
2143 220.73133329231396 42.076854870175012 51962.502468049999 51962.509516800004 129.011659 43.251163 220.28825753148527 -1.1611812491391496
2167 148.61689411083606 52.879342169038978 51980.160398809952 51980.210569329982 95.001239 60.006084 164.01885298005985 -1.2704841763335026
2168 170.09666207639614 5.9815927653313246 51980.252572109952 51980.309376759949 95.004162 7.496477 170.17599924448393 -1.264586165668552
2187 118.39216515311895 -2.0549521001751434 51987.100760209956 51987.121077199998 274.74627 2.503731 118.45430774060063 -1.0493703519078639
2188 123.62220519412422 -2.2600177487042461 51987.132585649997 51987.222560890041 274.980295 2.499837 123.6857855523385 -1.0603972273650797
2189 160.49928186856707 61.729984501431495 51987.242525000001 51987.292280890048 95.00067 65.016368 173.67095176200607 -1.0696589694387733
2190 184.70502417077262 3.9396760571226044 51987.313597670021 51987.472816520029 94.9875679999999 4.997093 184.70564383852999 -1.0573563936361783
2194 111.75477396181299 -1.9932609598616486 51988.079255000004 51988.243034809951 275.018448 2.498214 111.82296847229809 -1.2723275047904854
2206 216.11717586436151 62.741903648046979 51991.263263620029 51991.400921590044 95.001144 67.496368 198.69530213308042 -1.2610477102275246
2207 243.61403912272451 49.446834936643022 51991.420051900008 51991.48556382997 94.978203 67.48246 218.70823088086337 -1.2383791723413087
2243 123.5302459833179 37.64993218368933 52014.112432800001 52014.266676059953 95.002087 59.994561 140.91167424431134 -1.2600082925384282
2244 252.38130050489889 40.852592659417304 52014.280572950003 52014.309182590048 95.0096569999999 67.505018 229.29951596304986 -1.0666407577697257
2247 162.3389018905786 3.3460014628866932 52015.112037309947 52015.246792849997 95.0052370000001 4.99938 162.37383440784123 -1.2682710951985701
2248 230.14211248072368 54.880350551917509 52015.262505799998 52015.366578540052 95.009286 65.006653 209.0779621717694 -1.2746064452160024
2259 122.36652069115863 -2.4190254904937518 52016.123598920021 52016.209013200008 275.061903 2.4948 122.43795935479949 -1.2730830347813673
2267 141.34365728105473 -3.0775938208746134 52023.12505252003 52023.150345090042 275.188636 2.485107 141.40918505526579 -1.284174123100323
2297 147.56195264671462 55.499350232464771 52046.131307450007 52046.141258629978 94.9902520000001 62.500545 164.85069597501069 -1.057122314422428
2298 151.38574394267854 56.782008033821015 52046.148882320027 52046.183296809962 95.0022109999999 62.496555 167.34363424943263 -1.0491129346098085
2299 171.067852611126 60.714235889021026 52046.191412529981 52046.323680279973 95.0012140000001 62.498633 178.23561958656006 -1.0526963710465118
2304 137.81478659600845 51.160061544296681 52047.116689529983 52047.251859699994 95.0015410000001 62.493824 157.60572212509339 -1.0489127396633937
2305 242.35221728517283 44.434673636164611 52047.262126320027 52047.334272359956 95.013829 62.511882 221.97284763712477 -1.0721799450810432
2322 171.52224322898638 60.546291968198808 52051.251350990053 52051.307741000004 95.001847 62.499353 178.41855313088911 -1.2643836822844399
2326 168.27355923825485 60.164636894968936 52052.162903809956 52052.293513029981 95.001944 62.497326 176.76683652992864 -1.2621368220723503
2327 223.9113449268294 0.6795292435858179 52052.303723720026 52052.340211370029 94.941289 2.496867 223.91932523651622 -1.261733981113496
2328 242.19775103503295 44.244283581191979 52052.353128279981 52052.422786529984 95.0035690000001 62.505782 222.03598577645212 -1.2709982437574299
2333 198.44641961281431 -3.6993092204998277 52053.162470690047 52053.21512900995 274.993483 2.497541 198.42122501266638 -1.270148852204954
2334 197.44717679056194 -3.4983653648997231 52053.223187179974 52053.338455000005 274.975753999999 2.499212 197.42572032864484 -1.0580061051712859
2335 247.83148079431794 42.614176766417273 52053.35578842002 52053.414251590053 94.987719 64.997552 225.90082248773035 -1.0458212396501201
2336 -52.056175515976662 -1.2683742678350174 52053.424558129977 52053.452753140045 32.2984609999999 0.001548 307.94382111449579 -1.2668337758974719
2346 238.58424294339318 -1.162313017352939 52059.316508829979 52059.378289059954 105.833603 0.000133 238.58424477519091 -1.1624106812368911
2347 -114.81431552854366 -1.1624185552385513 52059.386648540043 52059.408624059957 8.48423500000001 0.001117 245.18569690949136 -1.1614849428353873
2348 247.23720716513935 -4.4117752497767251 52059.416484629975 52059.443850370029 250.010934 45.177469 244.92842106880701 -1.1461316427296619
2379 213.9316331974249 -3.4544704733337164 52075.162135750004 52075.230964729977 275.062697 2.502399 213.88190429348393 -1.2624481635461497
2385 307.38347872260243 -1.0562528528291244 52075.313848129976 52075.351579679984 290.781472 0.002115 307.38344134285978 -1.05685715405303
2391 211.27760527361005 5.4637369804453213 52076.166047650004 52076.258510690044 95.002125 7.499587 211.15603129234694 -1.2663584430394637
2392 242.89279405050056 78.293251079844154 52076.268859090043 52076.365053809961 94.998389 84.991851 194.8975192069642 -1.2574976913115343
2505 273.720015524426 -1.1159326669889471 52144.17488010996 52144.195197100002 273.098375 0.001174 273.71999265710474 -1.1159454040219612
2506 320.40796745200259 -1.1209313123459104 52144.206338070027 52144.236191600001 321.055206 0.001967 320.40792896765544 -1.1209090920531599
2507 318.54522978182791 9.2186557505179731 52144.24430152998 52144.376154640042 274.985710999999 15.003467 319.30460353586409 -1.2233033756274041
2566 319.2888336855118 9.3068113790769083 52170.173765629974 52170.306448009957 275.001055999999 14.998036 320.04279753302404 -1.2669030834294188
2570 380.67100375630355 -1.0600087794359949 52170.376387340053 52170.481289340052 304.384528999999 0.001422 20.670997514773944 -1.061390242726576
2574 258.99395675067137 60.279088989099208 52171.122118200001 52171.184727699998 94.983771 82.48106 213.45433868653583 -1.2465751065545139
2575 -41.608158453608027 -8.183622570265042 52171.201576790052 52171.226040109963 95.0062480000001 10.000945 318.99115592851126 -1.2667333812962467
2576 -34.903019926111213 -8.9779293133758102 52171.240887959953 52171.308473040044 95.043393 9.984292 325.67058445036128 -1.2835040589665052
2578 34.520667173452779 -1.0568542881222709 52171.351852150001 52171.422754300009 179.170292 5.9e-05 34.520668061179933 -1.0568201521992917
2579 40.128343969074237 -1.266578613036466 52171.440704749999 52171.491289909958 108.182573 0.001907 40.128328222575469 -1.2648097979819495
2582 234.56501263876584 80.696416242682162 52172.102335809956 52172.204335390044 94.993257 84.984812 192.06333090071209 -1.0410131659398998
2583 -52.607805259471583 -1.2664276601916755 52172.223191199999 52172.316898129982 48.377485 0.000358 307.3921962484406 -1.2660762201333235
2585 -31.884377847900556 -1.2683198224349783 52172.330757409953 52172.366415800003 52.4363419999999 0.002064 328.11561763360271 -1.2662659537322156
2589 384.4193728142169 -1.0568530247260148 52173.300141450003 52173.401311770031 317.410362 0.009617 24.419303229454151 -1.0657061084756827
2591 42.215445855817492 -1.2670453328354494 52173.420722250004 52173.448087990044 167.309307 0.000187 42.215448233540613 -1.2668923273162553
2649 343.39013999729485 -1.0571082281025159 52196.252976440046 52196.323049320024 270.852809 0.004569 343.39011464568887 -1.0614666548014522
2650 365.14781560055314 -1.0567793350450876 52196.331923109959 52196.363020540048 328.590183 0.000251 5.1478118811733751 -1.0569288384366464
2659 303.76098908508772 -1.0580612056578287 52197.112456720017 52197.168846729975 334.556143 0.00156 303.76096434547628 -1.0572625318376239
2662 319.28524531769898 -1.0567611197327191 52197.199318979983 52197.393366959957 242.826402 0.000608 319.28524269099483 -1.0573522185340047
2677 368.66302653274403 -1.0567277960195132 52207.308440550005 52207.390952400005 295.216971 0.020607 8.6629172209979544 -1.0764806695848055
2699 8.3025782831091064 -3.5540225263115008 52224.230625000004 52224.262137059959 95.0783329999999 2.521424 8.2968981372868384 -1.0365814935518345
2700 381.69967142942937 -1.0583580532362153 52224.272743890047 52224.381377590049 212.068663000001 0.000321 21.699677262876548 -1.0584158289863943
2703 312.48289948067315 -1.0593866617291867 52225.042672190051 52225.05759895996 352.646539000001 0.002282 312.48286725476299 -1.0579148332061101
2708 345.34119799465191 -1.0576853496741625 52225.121704540041 52225.229508970027 355.495612 0.000112 345.34119595929479 -1.0576656038893046
2709 381.35864860669068 -1.2670553968544662 52225.237185140046 52225.345818840047 205.87767 0.000222 21.358653501632435 -1.2670728882369866
2711 113.26129491763217 22.090372800847575 52225.361157659958 52225.437864659958 95.001747 55.00214 123.34120440756061 -1.2681299716600649
2728 319.96856692795654 -1.0559565170825036 52231.087215159954 52231.289141149995 243.244369999999 0.001442 319.96856082034162 -1.0573599809698906
2734 132.46996699625561 41.977836711314517 52233.424340500002 52233.446730659962 95.2444540000001 57.150169 148.9447038718144 -0.85975540965879582
2735 143.56497832525082 48.118406566188803 52233.453922740046 52233.50575179005 94.9990000000001 57.504439 158.77426143833384 -1.2697337277036682
2738 373.82971250750603 -1.0574848783508515 52234.207484429979 52234.336849750005 332.802316 0.001259 13.82969496887849 -1.0583113107656199
2740 114.50634644700034 23.502570920175668 52234.36871250996 52234.495175399999 94.9984810000001 55.006863 125.15998347478502 -1.2706613041278139
2766 11.172142213078883 -7.4045714007504078 52253.077860899997 52253.106885170018 189.985253 -90.001681 2.5790759973655724 -1.176773522299849
2768 343.69708095582126 -1.0566003537658015 52253.139111620025 52253.2552087 268.593670999999 0.002122 343.69707088500826 -1.058651036228053
2777 113.13017062446232 22.276376488572655 52258.297084990045 52258.406547949999 94.9966099999999 55.007951 123.40752570491503 -1.0633144650329496
2780 124.65656258881013 2.4524755803689025 52258.438908249998 52258.467103259951 94.944578 7.506129 124.72358710794929 -1.2756975264014845
2820 22.380109774827449 -1.0586794042745877 52261.194523320024 52261.298596059954 140.156571 0.005341 22.380155668251842 -1.0539538333236604
2821 144.23248293539984 45.99532037526189 52261.312598090051 52261.395524579981 95.002671 54.998541 158.01841960198277 -1.054122328702729
